title,appln_auth,appln_nr,appln_kind,appln_filing_date,appln_filing_year,appln_nr_original,ipr_type
Use of mycobacterium tuberculosis antigen protein Rv2941 and its T cell epitope peptide,CN,201610800042,A ,2016-08-31 00:00:00,2016.0,201610800042,PI
COMPOSITION COMPRISING EXTRACT FROM SOPHORA TONKINESIS GAPNEP. FOR PREVENTION OR TREATING OBESITY,KR,20100114352,A ,2010-11-17 00:00:00,2010.0,1020100114352,PI
"Denture processing method and device, and denture processing equipment",CN,201911140971,A ,2019-11-20 00:00:00,2019.0,201911140971,PI
Anti-falling implant denture,CN,202120316125,U ,2021-02-03 00:00:00,2021.0,202120316125,UM
"Pure traditional Chinese medicine concentrated foot soaking liquid with effects of removing dampness, eliminating cold and improving Yang qi",CN,201810593115,A ,2018-06-11 00:00:00,2018.0,201810593115,PI
Detecting method for mycobacterium tuberculosis,CN,201710112474,A ,2017-02-28 00:00:00,2017.0,201710112474,PI
Suction type tracheal intubation pharynx catheter convenient to support,CN,202020310230,U ,2020-03-13 00:00:00,2020.0,202020310230,UM
Injection device with needle cylinder self-checking and multi-speed returning functions,CN,202120493645,U ,2021-03-09 00:00:00,2021.0,202120493645,UM
Preparation method of sodium alginate nano-silver antibacterial hydrogel dressing,CN,202110287281,A ,2021-03-17 00:00:00,2021.0,202110287281,PI
Light emitting diode (LED) lighting germicidal lamp,CN,201320362143,U ,2013-06-24 00:00:00,2013.0,2013203621438,UM
PET/SPECT agents for applications in biomedical imaging,US,201213984723,A ,2012-02-10 00:00:00,2012.0,13984723,PI
Traditional Chinese medicine composition for treating chronic colitis and preparation method and application thereof,CN,201510996193,A ,2015-12-23 00:00:00,2015.0,2015109961935,PI
Pharmaceutical compositions having anti-metastasis activity comprising extract of bambusae caulis in taeniam,KR,20130082481,A ,2013-07-12 00:00:00,2013.0,1020130082481,PI
"Nano-colloidal-particle-assembled, high-strength, self-repairing and injectable composite colloidal gel material and preparation method and application thereof",CN,201811459839,A ,2016-03-22 00:00:00,2016.0,201811459839,PI
"Multi-medicine-bottle continuous medicine dispensing device, and medicine dispensing method",CN,202010218779,A ,2020-03-25 00:00:00,2020.0,202010218779,PI
Disposable resin absorbing column,CN,201020217689,U ,2010-06-07 00:00:00,2010.0,2010202176890,UM
"CYCLOHEXYLOXY SUBSTITUTED HETEROCYCLES, MEDICINE CONTAINING THESE CONNECTIONS, THEIR APPLICATION AND PRODUCTION METHOD",EP,09780993,A ,2009-07-23 00:00:00,2009.0,09780993,PI
Portable multifunctional drainage monitoring device,CN,202121341797,U ,2021-06-17 00:00:00,2021.0,202121341797,UM
VACCINE USING M2/BM2-DEFICIENT INFLUENZA VECTORS,WO,2021042561,W ,2021-07-21 00:00:00,2021.0,US2021/042561,PI
Valve clamping system,CN,201711027566,A ,2017-10-27 00:00:00,2017.0,201711027566,PI
Active digital ECG cable,CN,200920298307,U ,2009-12-30 00:00:00,2009.0,2009202983079,UM
METHODS FOR DIAGNOSING IMMEDIATE HYPERSENSITIVY REACTION,WO,2021057369,W ,2021-03-23 00:00:00,2021.0,EP2021/057369,PI
Small molecule-dependent split aptamer ligation,US,201213534988,A ,2012-06-27 00:00:00,2012.0,13534988,PI
Anti-slip tracheal catheter with pressure stabilizing function for anesthesia,CN,201921869588,U ,2019-11-01 00:00:00,2019.0,201921869588,UM
Molecular characterization of circulating tumor cells,US,201715729957,A ,2017-10-11 00:00:00,2017.0,15729957,PI
Health food and preparation method thereof,CN,201410483173,A ,2014-09-19 00:00:00,2014.0,2014104831733,PI
Parathyroid gland quantitative detection kit,CN,201922389521,U ,2019-12-26 00:00:00,2019.0,201922389521,UM
Pharmaceutical composition for treating lower intestinal ulcer,CN,201610499119,A ,2016-06-30 00:00:00,2016.0,201610499119,PI
Experimental fracture molding clamp and using method thereof,CN,201710007523,A ,2017-01-05 00:00:00,2017.0,201710007523,PI
Handheld photoacoustic imaging detection mechanism,CN,201921415947,U ,2019-08-28 00:00:00,2019.0,201921415947,UM
LAMP detection method for vibrio parahaemolyticus O9 serotype O antigen molecular typing,CN,201911043452,A ,2019-10-30 00:00:00,2019.0,201911043452,PI
Traditional Chinese medicine impalpable powder decoction pieces and production process thereof,CN,201910454285,A ,2019-05-29 00:00:00,2019.0,201910454285,PI
Integrated microfluidic sperm isolation and insemination device,US,55974204,A ,2004-06-07 00:00:00,2004.0,10559742,PI
Water film type air cleaner with heat exchanger,CN,201320693974,U ,2013-11-05 00:00:00,2013.0,2013206939743,UM
Preparation method for pathogenic yersinia enterocolitica test strips,CN,201510628895,A ,2015-09-29 00:00:00,2015.0,2015106288958,PI
Epidermal growth factor receptor tyrosine kinase inhibitors MPGF and MPGH with anti-tumor activity and preparation method and application thereof,CN,201610052162,A ,2016-01-26 00:00:00,2016.0,2016100521629,PI
ENDOPLASMIC RETICULUM STRESS TRANSCRIPTION FACTORS ATF6 AND CREB-RP,EP,99972220,A ,1999-11-12 00:00:00,1999.0,99972220,PI
USE OF PROTEIN 2E9 FOR IN VITRO DIAGNOSIS OF MYCOPLASMA PNEUMONIAE INFECTIONS,EP,06743613,A ,2006-03-29 00:00:00,2006.0,06743613,PI
"PHOTOBIOREACTOR AND MICROALGAE CULTURE METHOD, AND MICROALGAE HARVESTING METHOD BY USING THAT",KR,20120151028,A ,2012-12-21 00:00:00,2012.0,1020120151028,PI
Controllable heating type nasal cavity nursing device,CN,202020065163,U ,2020-01-13 00:00:00,2020.0,202020065163,UM
Anti-falling prepuce cutting anastomat,CN,202110061158,A ,2021-01-18 00:00:00,2021.0,202110061158,PI
Health-care plaster for treating haemorrhoids,CN,201510575882,A ,2015-09-11 00:00:00,2015.0,2015105758829,PI
Application of BRAF gene detector to preparation of ACTH type pituitary adenoma molecular pathological diagnosis and parting product,CN,201610005084,A ,2016-01-05 00:00:00,2016.0,2016100050847,PI
Non-virogene carrier for complexation platinum series antineoplastic medicament and preparing method thereof,CN,200810062583,A ,2008-06-17 00:00:00,2008.0,A2008100625835,PI
An exoskeleton-based wearable lower limb rehabilitation robot,CN,201610300374,A ,2016-05-07 00:00:00,2016.0,201610300374,PI
SNP marker and molecular marker significantly related to Australian white sheep wool thickness and application,CN,201811297784,A ,2018-11-01 00:00:00,2018.0,201811297784,PI
Application of miR-2115 in diagnosis and treatment of atopic dermatitis,CN,202010828551,A ,2020-08-18 00:00:00,2020.0,202010828551,PI
Method of multiple quantification of cholesterol in low-density lipoproteins,CN,200380109741,A ,2003-12-12 00:00:00,2003.0,A2003801097413,PI
Use of microRNA-548k inhibitor in treatment and/or prevention of esophageal squamous cancer,CN,201410068887,A ,2014-02-27 00:00:00,2014.0,2014100688878,PI
Single-arm multi-degree-of-freedom fracture repositor,CN,201921514911,U ,2019-09-12 00:00:00,2019.0,201921514911,UM
Neural stem cell culture amplification method and used culture medium,CN,201110173821,A ,2011-06-23 00:00:00,2011.0,2011101738211,PI
Disposable medical infant urine specimen collecting bag,CN,202020627461,U ,2020-04-23 00:00:00,2020.0,202020627461,UM
A novel Marker for predicting resistance against sorafenib in HCC patients,KR,20150050813,A ,2015-04-10 00:00:00,2015.0,1020150050813,PI
"Probe primer composition for detecting porcine reproductive and respiratory syndrome virus, kit and application thereof",CN,202111664634,A ,2021-12-31 00:00:00,2021.0,202111664634,PI
ANTI-INFLAMMATORY AGENT CONTAINING ALLILUM HOOKERI EXTRACT,KR,20140176137,A ,2014-12-09 00:00:00,2014.0,1020140176137,PI
Method for improving tanshinone content of hairy roots of salvia miltiorrhiza through quantum dots,CN,201210183541,A ,2012-06-05 00:00:00,2012.0,2012101835413,PI
Wearable ultrasonic therapeutic instrument based on dynamic matching,CN,202010317314,A ,2020-04-21 00:00:00,2020.0,202010317314,PI
COMBINATION THERAPIES WITH MITOCHONDRIAL-TARGETED ANTI-TUMOR AGENTS,WO,2011033601,W ,2011-04-22 00:00:00,2011.0,US2011/033601,PI
Application of neurotensin in diagnosis on castration resistant prostate cancer neuroendocrine subtype and prognosis judgment,CN,201410522712,A ,2014-09-30 00:00:00,2014.0,201410522712X,PI
Nursing user inquiry method and system,CN,202011432715,A ,2020-12-10 00:00:00,2020.0,202011432715,PI
Compulsive type self-destroyed disposable syringe,CN,200620125144,U ,2006-11-08 00:00:00,2006.0,U2006201251440,UM
Transplant and method for repairing articular cartilage defects,CN,201910330808,A ,2019-04-23 00:00:00,2019.0,201910330808,PI
Cell culture method of chlamydia abortus and application,CN,202010729728,A ,2020-07-27 00:00:00,2020.0,202010729728,PI
Vertical full-automatic endoscope cleaning sterilizer,CN,201320821126,U ,2013-12-14 00:00:00,2013.0,2013208211266,UM
Infusion support for nursing in respiratory medicine department,CN,202021115828,U ,2020-06-16 00:00:00,2020.0,202021115828,UM
HETEROCYCLIC DERIVATIVES AND THEIR USE IN THE TREATMENT OF NEUROLOGICAL DISORDERS,EA,201391032,A ,2012-01-11 00:00:00,2012.0,201391032,PI
"Information processing method for hierarchical hospital guide, hospital guide system and storage medium",CN,202010564719,A ,2020-06-19 00:00:00,2020.0,202010564719,PI
Preparation method for sustained-release antibacterial phase-change medical dressing based on double-wall microcapsule,CN,201810566931,A ,2018-06-05 00:00:00,2018.0,201810566931,PI
METHOD FOR CULTURING CELLS IN SYSTEM CONTAINING LAMININ-5,WO,2011058265,W ,2011-03-31 00:00:00,2011.0,JP2011/058265,PI
Electrospinning with sacrificial template for patterning fibrous constructs,US,201515123581,A ,2015-03-06 00:00:00,2015.0,15123581,PI
Pet house with disinfection function,CN,202021672916,U ,2020-08-12 00:00:00,2020.0,202021672916,UM
A DETECTION KIT AND METHOD FOR HAEMOPHILUS PARASUIS,AU,2020103896,A ,2020-12-04 00:00:00,2020.0,2020103896,PI
Stent graft and introducer assembly,US,94623810,A ,2010-11-15 00:00:00,2010.0,12946238,PI
B-mode ultrasound probe fixing and operating device for B-mode ultrasound room,CN,202023308579,U ,2020-12-30 00:00:00,2020.0,202023308579,UM
Pyrimidine compound containing substituted phenyl acrylamide structure and application of compound,CN,201811363921,A ,2018-11-16 00:00:00,2018.0,201811363921,PI
Water-soluble ferrate composite nano-particle as well as preparation method and application thereof,CN,201410856703,A ,2014-12-29 00:00:00,2014.0,2014108567034,PI
ANTI-TGF-BETA RECEPTOR II ANTIBODIES,CA,2742961,A ,2009-10-29 00:00:00,2009.0,2742961,PI
Cananga odorata odor type snuff,CN,201310014102,A ,2013-01-15 00:00:00,2013.0,2013100141024,PI
Thrombectomy device for liver transplantation nursing,CN,202021637978,U ,2020-08-07 00:00:00,2020.0,202021637978,UM
CRP/SAA combined detection kit,CN,202021236683,U ,2020-06-29 00:00:00,2020.0,202021236683,UM
Primer set for selecting necrotic spot virus resistant and or susceptible melon cultivar and selection method by using same,KR,20150061348,A ,2015-04-30 00:00:00,2015.0,1020150061348,PI
INHIBITION OF THE AGGREGATION OF TRANSTHYRETIN BY SPECIFIC BINDING OF PEPTIDES TO AGGREGATION-DRIVING SEGMENTS,EP,17821294,A ,2017-06-29 00:00:00,2017.0,17821294,PI
Pulse wave conduction time acquisition method based on correlation,CN,201611168808,A ,2016-12-16 00:00:00,2016.0,201611168808,PI
NOVEL STRAIN OF Lactobacillus brevis AND USE THEREOF,KR,20190040637,A ,2019-04-08 00:00:00,2019.0,1020190040637,PI
GENETIC MARKER UTILIZABLE FOR BREEDING OF BEER BARLEY AND UTILIZATION THEREOF,JP,2004097179,A ,2004-03-29 00:00:00,2004.0,2004097179,PI
Antibacterial titanium and titanium alloy medical implant and preparation method thereof,CN,202110337771,A ,2021-03-30 00:00:00,2021.0,202110337771,PI
Indole/benzimidazole compounds as mTOR kinase inhibitors,AU,2010216239,A ,2010-02-10 00:00:00,2010.0,2010216239,PI
Adjustable prostate puncture template,CN,201921112693,U ,2019-07-16 00:00:00,2019.0,201921112693,UM
2-substituted-4-arylaminopyrazolotriazine derivative and application thereof in preparation of antitumor drugs,CN,201911351406,A ,2019-12-25 00:00:00,2019.0,201911351406,PI
Tissue culture device for sassafras,CN,202120677080,U ,2021-04-02 00:00:00,2021.0,202120677080,UM
Pressure intensity control module for pulse diagnosis instrument based on pulse acoustic signal,CN,202010235405,A ,2020-04-01 00:00:00,2020.0,202010235405,PI
As-2 PROTEIN DERIVED FROM ANOPHELES STEPHENSI HAVING BRADYKININ PRODUCTION INHIBITING ACTIVITY AND BLOOD CLOTTING INHIBITION ACTIVITY,JP,2001317257,A ,2001-10-15 00:00:00,2001.0,2001317257,PI
Factory-like silver salmon artificial insemination operation device,CN,202121370287,U ,2021-06-19 00:00:00,2021.0,202121370287,UM
ANTI-DENGUE VIRUS NS1 PROTEIN MONOCLONAL ANTIBODIES,EP,20172826,A ,2017-02-10 00:00:00,2017.0,20172826,PI
Method for fermenting production of butanol,CN,201710218605,A ,2017-04-05 00:00:00,2017.0,201710218605,PI
Lower limb trainer for hemiplegic patient,CN,202121251416,U ,2021-06-07 00:00:00,2021.0,202121251416,UM
Medical guide wire fixing device with destroying function,CN,202022527744,U ,2020-11-05 00:00:00,2020.0,,UM
Tongue-shaped five-claw auditory ossicle prosthesis,CN,201920341034,U ,2019-03-18 00:00:00,2019.0,201920341034,UM
POTENT AND SELECTIVE INHIBITORS OF HEPATITIS C VIRUS,EP,11820753,A ,2011-08-26 00:00:00,2011.0,11820753,PI
A METHOD AND THERAPEUTIC PLATELETS,WO,0337922,W ,2003-11-28 00:00:00,2003.0,US2003037922,PI
"Safety mechanism of prepuce anastomat, which is high in safety",CN,202020178697,U ,2020-01-20 00:00:00,2020.0,202020178697,UM
Urazole compounds useful as anti-inflammatory agents,US,15211702,A ,2002-05-21 00:00:00,2002.0,10152117,PI
Multifunctional microscopic needle holder,CN,200720021455,U ,2007-04-24 00:00:00,2007.0,U2007200214557,UM
Hip bath and foot fumigation and steaming integrating cabin,CN,201811448182,A ,2018-11-30 00:00:00,2018.0,201811448182,PI
"Method for simultaneously detecting salmonella typhimurium, escherichia coli O157:H7 and listeria monocytogenesis",CN,201210308227,A ,2012-08-28 00:00:00,2012.0,2012103082273,PI
Disposable radial artery hemostat,CN,201320182281,U ,2013-04-11 00:00:00,2013.0,2013201822818,UM
4-PYRIDINONE COMPOUNDS AND THEIR USE FOR CANCER,EP,09704457,A ,2009-01-22 00:00:00,2009.0,09704457,PI
Small sharp instrument storage device,CN,202020335542,U ,2020-03-17 00:00:00,2020.0,202020335542,UM
Multifunctional emergency midwifery device for obstetrics and gynecology department,CN,202122121130,U ,2021-09-03 00:00:00,2021.0,202122121130,UM
Combination of miRNA molecular markers in exosomes of hepatitis B virus infected patients or hepatitis B virus carriers and screening kit,CN,202010760291,A ,2020-07-31 00:00:00,2020.0,202010760291,PI
Novel coronavirus nucleic acid assay kit,CN,202010262236,A ,2020-04-06 00:00:00,2020.0,202010262236,PI
Vertical electronic moxibustion therapy apparatus,CN,201220501318,U ,2012-09-28 00:00:00,2012.0,2012205013184,UM
Method for preparing in-vitro oocyte maturation culture solution,CN,201810934929,A ,2018-08-16 00:00:00,2018.0,201810934929,PI
"Novel compounds, A composition comprising the Same for preventing and treating diabetic complications",KR,20080061479,A ,2008-06-27 00:00:00,2008.0,1020080061479,PI
Percutaneous tumour heating ablation operation is with cold circulating device of skin scald preventing,CN,201720732866,U ,2017-06-22 00:00:00,2017.0,201720732866,UM
Application of miR-10b for promoting mesenchymal stem cells to differentiate into osteoblasts and inhibiting mesenchymal stem cells from differentiating into lipoblasts in vitro,CN,201611007530,A ,2016-11-16 00:00:00,2016.0,201611007530,PI
Device of decocting medicinal herbs is smashed to traditional chinese medicine,CN,201520528599,U ,2015-07-13 00:00:00,2015.0,2015205285996,UM
Compound preparation of quetiapine fumarate and lurasidone,CN,201210087209,A ,2012-03-29 00:00:00,2012.0,2012100872097,PI
Space rotating magnetic field generating apparatus and control method thereof,CN,200710304232,A ,2007-12-26 00:00:00,2007.0,A2007103042326,PI
COMPOSITE MATERIAL FOR IMPLANTATION IN LIVING ORGANISM,WO,2017013394,W ,2017-03-30 00:00:00,2017.0,JP2017/013394,PI
Sengstaken-blakemore tube,CN,201320282621,U ,2013-05-22 00:00:00,2013.0,2013202826214,UM
A carotid nuclear magnetic resonance coil assembly,CN,202021011516,U ,2020-06-04 00:00:00,2020.0,202021011516,UM
Rigid-flexible coupling lumbar vertebra rehabilitation therapeutic apparatus,CN,202110227685,A ,2021-03-02 00:00:00,2021.0,202110227685,PI
Application of GL-V9 in preparation of anti-glioma drugs,CN,202011522216,A ,2020-12-21 00:00:00,2020.0,202011522216,PI
Wheelchair control device and wheelchair,CN,201920225425,U ,2019-02-22 00:00:00,2019.0,201920225425,UM
Table and chair set for daily life of mental patients,CN,201921136070,U ,2019-07-19 00:00:00,2019.0,201921136070,UM
Drug composition containing acetylshikonin and application thereof in drugs for pulmonary artery hypertension,CN,201710822165,A ,2017-09-13 00:00:00,2017.0,201710822165,PI
Traditional Chinese medicine for treating Qi-stagnation and blood stasis type ulcerative colitis,CN,201410053745,A ,2014-02-18 00:00:00,2014.0,2014100537454,PI
Compositions and methods of inhibiting metallo-β-lactamases,US,201715463952,A ,2017-03-20 00:00:00,2017.0,15463952,PI
Electrostatic precipitation sterilization air port purification device easy to mount and dismount,CN,202020511183,U ,2020-04-09 00:00:00,2020.0,202020511183,UM
Chinese medicinal polysaccharide compound with function of resisting new-castle disease viruses,CN,201310282665,A ,2013-07-08 00:00:00,2013.0,2013102826651,PI
Anti-displacement vertebral body prosthesis,CN,201811552526,A ,2018-12-19 00:00:00,2018.0,201811552526,PI
USE OF MATE1 GENE IN TREATMENT OF COLORECTAL CANCER,WO,2020099975,W ,2020-07-02 00:00:00,2020.0,CN2020/099975,PI
Chickpea oligopeptide and preparation method thereof,CN,201510218588,A ,2015-04-30 00:00:00,2015.0,2015102185882,PI
Facial mask traditional Chinese medicine for treating acne sequelae,CN,201810996022,A ,2018-08-29 00:00:00,2018.0,201810996022,PI
Leg supporting device convenient to use for orthopedic nursing,CN,201922087189,U ,2019-11-28 00:00:00,2019.0,201922087189,UM
Atrial fibrillation screening equipment and using method thereof,CN,201810351084,A ,2018-04-18 00:00:00,2018.0,201810351084,PI
