doi,source_id,title_paper,title_patent,y_pred
10.1016/j.bios.2011.12.039,15437.0,Electrochemical growth of gold nanoparticles on horizontally aligned carbon nanotubes: A new platform for ultrasensitive DNA sensing,Single-wall carbon nano tube-based ultrasensitive deoxyribonucleic acid (DNA) biosensor and preparation method and application thereof,1
10.1016/j.ejca.2015.10.017,29761.0,Development of peripheral neuropathy and its association with survival during treatment with nab-paclitaxel plus gemcitabine for patients with metastatic adenocarcinoma of the pancreas: A subset analysis from a randomised phase III trial (MPACT),TARGETING A PROTEIN PRC1 FOR THE TREATMENT OF PANCREATIC CANCER,1
10.1007/s00595-010-4424-8,19194.0,Minimally invasive nuss technique allows for repair of recurrent pectus excavatum following the ravitch procedure: Report of 12 cases,Evaluation system and method for efficacy of synchro-neoadjuvant chemoradiotherapy before rectal cancer surgery,1
10.1155/2021/9919422,19900191989.0,Specific Blood Cells Derived from Pluripotent Stem Cells: An Emerging Field with Great Potential in Clinical Cell Therapy,Method for obtaining hemopoietic stem cell by using three-dimensional induction system,1
10.1016/j.phymed.2016.08.008,17067.0,Herbalog: A tool for target-based identification of herbal drug efficacy through molecular docking,Detection kit for bacterial drug resistance genes,1
10.1002/lsm.20189,21756.0,"Effect of the 1,450 nm diode non-ablative laser on collagen expression in an artificial skin model",Preparation method for artificial corneas,1
10.1136/jmg.29.11.794,18945.0,Inheritance of the fragile X syndrome: Size of the fragile X premutation is a major determinant of the transition to full mutation,Monoclonal and polyclonal antibodies relating to fragile X syndrome,1
10.1056/NEJMoa1214726,15847.0,Probability of cancer in pulmonary nodules detected on first screening CT,PROGNOSTIC AND PREDICTIVE GENE SIGNATURE FOR NON-SMALL CELL LUNG CANCER AND ADJUVANT CHEMOTHERAPY,1
10.3892/ijmm.2018.3741,14759.0,Quercetin-3-methyl ether suppresses human breast cancer stem cell formation by inhibiting the Notch1 and PI3K/Akt signaling pathways,Method for establishing human nasopharyngeal carcinoma tumor stem cell line,1
10.2147/DDDT.S187878,19700175230.0,Bisperoxovanadium protects against spinal cord injury by regulating autophagy via activation of ERK1/2 signaling,Material for spinal cord injury repair and preparation method of bone spinal cord tissue engineering scaffold,1
10.1002/cam4.3619,21100317990.0,Comprehensive molecular profiling broadens treatment options for breast cancer patients,ANALYSIS/DIAGNOSIS METHOD UTILIZING RNA MODIFICATION,1
10.1128/JVI.74.15.6885-6892.2000,20250.0,Evaluation of hepatitis C virus glycoprotein E2 for vaccine design: An endoplasmic reticulum-retained recombinant protein is superior to secreted recombinant protein and DNA-based vaccine candidates,ASSAY TO DETECT HCV RECEPTOR BINDING,1
10.3389/fpsyt.2018.00643,21100216569.0,Deformation-based Morphometry MRI Reveals Brain Structural Modifications in Living Mu Opioid Receptor Knockout Mice,Transgenic animal whose expression of the opiate receptors is modified,1
10.1002/alr.21603,21100202148.0,High-resolution microendoscope imaging of inverted papilloma and normal sinonasal mucosa: Evaluation of interobserver concordance,Method for probabilistically classifying tissue in vitro and in vivo using fluorescence spectroscopy,1
10.1002/mrm.21476,17267.0,Local B<inf>1</inf><sup>+</sup> shimming for prostate imaging with transceiver arrays at 7T based on subject-dependent transmit phase measurements,Medical imaging device rendering predictive prostate cancer visualizations using quantitative multiparametric MRI models,1
10.3892/ijo.2019.4822,29903.0,Adenylyl cyclase-associated protein 1-targeted nanoparticles as a novel strategy for the treatment of metastatic non-small cell lung cancer,Organ chip and method for evaluating interaction of nanoparticles and pulmonary surfactant layer based on organ chip technology,1
10.1111/cas.14272,29187.0,Infiltration of tumor-associated macrophages is involved in tumor programmed death-ligand 1 expression in early lung adenocarcinoma,PROGNOSIS METHOD FOR RENAL CELL CANCER,1
10.1038/nrmicro3569,20313.0,An updated evolutionary classification of CRISPR-Cas systems,NOVEL ANTI-CRISPR POLYNUCLEOTIDES AND POLYPEPTIDES AND METHODS OF USE,1
10.1038/s41467-018-07283-x,19700182758.0,Microfluidic active loading of single cells enables analysis of complex clinical specimens,Method and apparatus for label-free electronic real-time double-stranded nucleic acid detection,1
10.1021/jm5012484,23041.0,"Stabilization of G-quadruplex DNA, inhibition of telomerase activity, and tumor cell apoptosis by organoplatinum(II) complexes with oxoisoaporphine","1,8-naphthalimide derivative having selective inhibition effect on non-small cell lung cancer, and synthesis method and application thereof",1
10.1016/j.aca.2017.06.014,23911.0,A simple microdroplet chip consisting of silica nanochannel-assisted electrode and paper cover for highly sensitive electrochemiluminescent detection of drugs in human serum,A tinnitus treatment device and a masking sound signal synthesizing method,1
10.1002/dvg.20433,22142.0,Generation of a conditional null allele for Cftr in mice,Methods of detecting cystic fibrosis gene by nucleic acid hybridization,1
10.1186/s12934-019-1145-6,18593.0,Co-production of farnesol and coenzyme Q<inf>10</inf> from metabolically engineered Rhodobacter sphaeroides,Method for preparing immobilized enzyme and application of immobilized enzyme and tea residues,1
10.1016/j.ejca.2019.01.015,29761.0,Adverse events 2.0—Let us get SERIOs: New reporting for adverse event outcomes needed in the era of immunooncology,COMBINATION THERAPY FOR LYMPHOMA,1
10.1177/095632020101200403,16803.0,Influence of a Cα-substitution on the S-pivaloyl-2-thioethyl chain on the anti-HIV activity and stability of the resulting zidovudine mononucleoside phosphotriester,"AMINO ACID PHOSPHORAMIDATE PRONUCLEOTIDES OF 2'-CYANO, AZIDO AND AMINO NUCLEOSIDES FOR THE TREATMENT OF HCV",1
10.1021/acs.orglett.0c02466,26396.0,Access to Cycloalkeno[ c]-Fused Pyridines via Pd-Catalyzed C(sp<sup>2</sup>)-H Activation and Cyclization of N-Acetyl Hydrazones of Acylcycloalkenes with Vinyl Azides,FUSED TETRACYCLIC COMPOUNDS AND USES THEREOF IN MEDICINE,1
10.21037/qims-21-858,21100784717.0,Intraoperative cone beam computed tomography of tracheal stenting for stenosis and fistula diseases: a retrospective cohort study,Operation hook device for hepatobiliary surgery department,1
10.1161/JAHA.116.005309,21100246515.0,Benefits of permanent his bundle pacing combined with atrioventricular node ablation in atrial fibrillation patients with heart failure with both preserved and reduced left ventricular ejection fraction,IMPLANTABLE MEDICAL DEVICE WITH PACING CAPTURE CLASSIFICATION,1
10.1016/S0009-9260(89)80092-3,16616.0,The treatment of essential thrombocythaemia with radioactive phosphorus,METHODS OF AIDING IN THE DIAGNOSIS OF PROSTATE CANCER,1
10.1084/jem.194.7.953,21272.0,"Migratory properties of naive, effector, and memory CD8<sup>+</sup> T cells",INDUCED DENDRITIC CELL COMPOSITIONS AND USES THEREOF,1
10.1136/bmj.292.6530.1231,51748.0,Intrathecal synthesis of antibodies to HTLV-III in patients without AIDS or AIDS related complex,HETEROLOGOUS ADMINISTRATION OF TAU VACCINES,1
10.1007/BF02763919,17065.0,The application of speckle interferometry for the monitoring of blood and lymph flow in microvessels,Methods And Devices For Fractional Ablation Of Tissue,1
10.1182/blood-2012-07-441022,25454.0,SOX4 is a direct target gene of FRA-2 and induces expression of HDAC8 in adult T-cell leukemia/lymphoma,SIMULTANEOUS DETERMINATION OF TYPE OF EPSTEIN-BARR VIRUS AND DNA SEQUENCE,1
10.1097/SPC.0000000000000015,12100155640.0,Selective androgen receptor modulators for the prevention and treatment of muscle wasting associated with cancer,Method for chemoprevention of prostate cancer,1
10.1002/ddr.430150207,21192.0,Autoimmunity to cholinergic‐specific antigens of the brain in senile dementia of the Alzheimer's type,METHODS OF PROGNOSING THE COURSE AND DEGREE OF DEMENTIA IN PATIENTS WITH BETA-AMYLOID-RELATED DISEASES,1
10.1016/j.ppedcard.2021.101461,20559.0,Low discontinuity of care rate for adults with complex congenital heart disease: A single center's experience,Double balloon pediatric ductus arteriosus stent catheter and method of using the same,1
10.3389/fmicb.2022.807076,21100226442.0,Polysaccharide Regulation of Intestinal Flora: A Viable Approach to Maintaining Normal Cognitive Performance and Treating Depression,Intestinal lavage therapeutic instrument,1
10.1002/med.21621,19907.0,Targeting virulence factors as an antimicrobial approach: Pigment inhibitors,Irinotecan nano circulating liposome and preparation method thereof,1
10.1016/j.biomaterials.2020.120253,28200.0,Hierarchically constructed selenium-doped bone-mimetic nanoparticles promote ROS-mediated autophagy and apoptosis for bone tumor inhibition,Pharmaceutical composition for treating brain glioma,1
10.1093/abbs/gmp064,51013.0,Preparation of polyclonal antibody specific for NOR1 and detection of its expression pattern in human tissues and nasopharyngeal carcinoma.,Constant-temperature nucleic acid amplification product test strip detection integrated detection device,1
10.7717/peerj.7404,21100239256.0,Therapeutic effect of Bacillus Calmette-Guerin polysaccharide nucleic acid on mast cell at the transcriptional level,Nucleic acid extraction method and special kit for same,1
10.1007/s11548-017-1566-9,4700152490.0,Force-assisted ultrasound imaging system through dual force sensing and admittance robot control,Synthetic aperture ultrasound system,1
10.1128/JVI.76.24.12845-12854.2002,20250.0,Mamu-A*01 allele-mediated attenuation of disease progression in simian-human immunodeficiency virus infection,"ADENOVIRUS SEROTYPE 24 VECTORS, NUCLEIC ACIDS AND VIRUS PRODUCED THEREBY",1
10.1016/j.gie.2012.04.439,28350.0,Endoluminal stent placement core curriculum,SYSTEMS AND METHODS FOR ENDOSCOPIC SUBMUCOSAL DISSECTION USING MAGNETICALLY ATTACHABLE HEMOCLIPS,1
10.12892/ejgo2686.2015,29764.0,Expression and significance of LRIG3 in human cervical squamous cell carcinoma,Reagent kit and method for detecting T-2 toxin by using genetically engineered single-chain antibody,1
10.1038/s43587-021-00042-6,21101083188.0,Deep sequencing of sncRNAs reveals hallmarks and regulatory modules of the transcriptome during Parkinson’s disease progression,MIRNAS AS BIOMARKERS FOR A SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,1
10.1016/0092-8674(84)90386-6,18434.0,Mutagenesis of Fujinami Sarcoma Virus: Evidence that tyrosine phosphorylation of P130<sup>gag-fps</sup> modulates its biological activity,Tissue plasminogen activator having zymogenic or fibrin specific properties,1
10.1007/s10337-012-2252-2,23963.0,Fast determination of paeonol from cortex moutan by microwave-assisted steam extraction followed by HPLC,Medicine compound for curing cervical diseases,1
10.1093/nar/gkl1091,14204.0,Design and synthesis of boronic-acid-labeled thymidine triphosphate for incorporation into DNA,Method for obtaining suitable explant for tissue culture and rapid propagation of radix asparagi,1
10.1038/ncomms15807,19700182758.0,Multifunctional nanoparticles as a tissue adhesive and an injectable marker for image-guided procedures,CELL CULTURE CONTAINER AND METHOD FOR FABRICATING THE SAME,1
10.1002/ardp.201600389,19956.0,Synthesis and Evaluation of 5-(o-Tolyl)-1H-tetrazole Derivatives as Potent Anticonvulsant Agents,Fat soluble dual-core cobalt (III) anti-tumor coordination compound and preparation method thereof,1
10.1007/s11033-016-4062-3,14154.0,Chromogenic media for MRSA diagnostics,Traditional Chinese medicine oral liquid for treating duck viral hepatitis and preparation method of traditional Chinese medicine oral liquid,1
10.1021/acsmedchemlett.5b00463,19700177127.0,"Discovery of 8-Amino-imidazo[1,5-a]pyrazines as Reversible BTK Inhibitors for the Treatment of Rheumatoid Arthritis",INDAZOLE AND AZAINDAZOLE BTK INHIBITORS,1
10.1016/S0945-053X(02)00069-0,17219.0,Characterization of human aggrecanase 2 (ADAM-TS5): Substrate specificity studies and comparison with aggrecanase 1 (ADAM-TS4),COMPOSITIONS AND METHODS FOR THE TREATMENT OF MALARIA,1
10.13345/j.cjb.220147,16144.0,One-pot synthesis of chondroitin sulfate A by engineered Pichia pastoris,"HIGH-EFFICIENCY SYNTHESIS AND HIGH-PURITY HYALURONIC ACID, AND RECOMBINANT CORYNEBACTERIUM GLUTAMICUM FOR OLIGOSACCHARIDE THEREOF",1
10.1093/cvr/20.8.574,22570.0,Augmentation of cardiac output and carotid blood flow by chest and abdomen phased compression cardiopulmonary resuscitation,METHOD AND APPARATUS FOR ADMINISTRATION OF SUBSTANCES BY ULTRASOUND,1
10.1007/BF02405022,25422.0,Errors in measuring trabecular bone by computed tomography due to marrow and bone composition,Densitometry adapter for compact x-ray fluoroscopy machine,1
10.1016/j.wem.2015.02.004,20901.0,A Chemical Heat Pack-Based Method For Consistent Heating of Intravenous Fluids,METHODS/DEVICES FOR REGULATING PATIENT'S TEMPERATURE,1
10.1016/j.neurobiolaging.2008.10.012,23985.0,Soluble TNF receptors are associated with Aβ metabolism and conversion to dementia in subjects with mild cognitive impairment,Diagnostic method for Alzheimer's disease,1
10.3389/fcimb.2017.00377,21100255109.0,Splenic microRNA expression profiles and integration analyses involved in host responses to Salmonella enteritidis infection in chickens,SNP molecular markers used in chromosome 6 of pig for traceability and application thereof,1
10.1111/jipb.12308,130165.0,Structural and functional analysis of an asymmetric bidirectional promoter in Arabidopsis thaliana,Promoter BgIosP522 as well as preparation method and application thereof,1
10.3969/j.issn.2095-4344.2017.02.021,6200180182.0,Three-dimensional printed silk fibroin/collagen scaffold and its performance,Novel high-efficiency composite hemostatic sponge and preparation method thereof,1
10.3760/cma.j.issn.0376-2491.2009.34.014,50191.0,Role of inhibition of transcription factor fockhead box M1 expression by RNA interference in the proliferation and invasiveness of non-small cell lung cancer cells,Open fire micro-smoke moxibustion device box,1
